Indonesia,France,2014,,10,,Ground Master-200,air-search radar,10,?,2016;2017;2018;2019;2020;2021;2022;2023,New,Part of Controlmaster-200 command system for 10 Forceshield SAM systems from UK,10,100,100;;;;;;;
Indonesia,France,2016,,80,?,MM-40-3 Exocet,anti-ship/land-attack missile,45,?,2019;2020;2021;2022;2023;2024,New,For SIGMA and Bung Tomo (Brunei) frigates,1,80,45;;;;;;;;;
Indonesia,France,2016,,2,,VL-MICA-M,naval SAM system,2,,2019;2020,New,For 2 SIGMA-10514 (Martadinata) frigates from Netherlands,5,10,10;;;;;;;;;;;;;
Indonesia,France,1997,,10,?,AS-532 Cougar,transport helicopter,3,?,2015;2017;2021,New,Produced under licence in Indonesia;NAS-332 and NAS-332C1+ versions;incl some for CSAR,7.25,72.5,21.75;;;;;;;;;;
Indonesia,France,2014,,9,?,AS565M Panther,helicopter,9,,2017;2018;2019,New,AS565MBe version;assembled in Indonesia,5,45,45;;;;;;;;;;;
Indonesia,France,2017,,18,,CAESAR 155mm,self-propelled gun,18,,2019;2020,New,EUR60 m deal,1.07,19.26,19.26;;;;;;;;;;;;;
Indonesia,France,2014,,2,?,AS-565S,anti-submarine helicopter,2,,2019;2020,New,AS565MBe version;assembled in Indonesia,7.5,15,15;;;;;;;;;;;;
Indonesia,France,2012,,37,,CAESAR 155mm,self-propelled gun,37,?,2014;2015,New,,1.07,39.59,39.59;;;;;;;;;;;;;
Indonesia,France,2012,,6,,AS-355/AS-555 Fennec,light helicopter,6,?,2017,New,Armed AS-555 version,1.3,7.8,7.8;;;;;;;;;;;;;;
Indonesia,France,2012,?,6,,AS-350/AS-550 Fennec,light helicopter,6,?,2014;2016;2017,New,Armed AS-550 version,0.9,5.4,5.4;;;;;;;;;;;;
Indonesia,France,2012,,6,,H725 Caracal,transport helicopter,6,,2016;2017,New,Armed CSAR version,8,48,48;;;;;;;;;;;;;
Indonesia,France,2011,,100,?,Sherpa,armoured personnel carrier,46,?,2014;2015,New,Produced under licence in Indonesia as Elang,0.25,25,11.5;;;;;;;;;;;;;
Indonesia,France,2013,,2,,TSM-2633 Spherion-B,anti-submarine sonar,2,,2017,New,Kingklip version for 2 SIGMA-105 frigates from Netherlands,5,10,10;;;;;;;;;;;;;;
Indonesia,France,2012,?,136,?,Mistral,portable SAM,122,?,2014;2015;2016,New,For use with ATLAS launchers on Komodo APC produced in Indonesia,0.09,12.24,10.98;;;;;;;;;;;;
Indonesia,France,2016,?,14,?,vehicle engine,vehicle engine,14,?,2019;2020;2021,New,340hp diesel engine (possibly MIDR) for 14 Badak fire-support vehicles produced in Indonesia,0.05,0.7,0.7;;;;;;;;;;;;
Indonesia,France,2019,,8,,H725 Caracal,transport helicopter,8,,2023,New,H225M armed CSAR version;fitted out in Indonesia,8,64,64;;;;;;;;;;;;;
Indonesia,France,2018,?,40,?,MICA,long-range air-to-air missile,40,?,2019;2020,New,VL-MICA SAM version for SIGMA-10514 (Martadinata) frigates,0.4,16,16;;;;;;;;;;;;;
Indonesia,France,2012,?,134,?,vehicle engine,vehicle engine,84,?,2014;2015,New,Renault MIDR-062045 (320hp) diesel engine for 134 Anao armoured personnel carriers produced in Indonesia,0.05,6.7,4.2;;;;;;;;;;;;;
Indonesia,France,2022,?,12,?,vehicle engine,vehicle engine,12,?,2024,New,MIDR-062045 (320hp) diesel engine for 12 Anao armoured personnel carriers produced in Indonesia,0.05,0.6,0.6;;;;;;;;;;;;;;
Iraq,France,2022,,4,,Ground Master-400,air-search radar,2,?,2022,New,Ground Master-403 version,13,52,26;;;;;;;;;;;;;;
Italy,France,2018,?,38,?,2R2M 120mm,mortar,38,?,2019;2020;2021;2022;2023;2024,New,For 28 Freccia mortar carriers produced in Italy,0.3,11.4,11.4;;;;;;;;;
Italy,France,2005,?,4,,CAPTAS-4,anti-submarine sonar,3,,2014;2015;2016,New,For 4 Bergamini (FREMM) frigates produced in Italy,11,44,33;;;;;;;;;;;;
Italy,France,2000,?,10,?,BlueMaster,anti-submarine sonar,6,,2014;2015;2016;2017;2018;2019,New,UMS-4110CL version for 2 Doria (Horizon) destroyers and 8 Bergamini (FREMM) frigates produced in Italy,10,100,60;;;;;;;;;
Italy,France,2006,?,21,,2R2M 120mm,mortar,21,?,2014;2015;2016;2017,New,For Freccia mortar carrier produced in Italy,0.3,6.3,6.3;;;;;;;;;;;
Japan,France,1989,,503,?,MO-120-RT 120mm,mortar,66,?,2014;2015;2016;2017;2018;2019;2020;2021;2022;2023,New,Produced under licence in Japan;incl 20 for Type-96 mortar carrier produced in Japan,0.3,150.9,19.8;;;;
Jordan,France,2022,,4,,I-Master,maritime patrol aircraft radar,4,,2024,New,For 4 Cessna-208B (RC-20B) light transport/surveillance aircraft aircraft from USA,2.5,10,10;;;;;;;;;;;;;;
Jordan,France,2014,,3,?,I-Master,maritime patrol aircraft radar,3,,2014;2017,New,For 3 CN-235 transport aircraft modified to AC-235 and AC-295 ground-attack aircraft,2.5,7.5,7.5;;;;;;;;;;;;;
Kazakhstan,France,2013,,1,,Ground Master-400,air-search radar,1,,2014,New,,13,13,13;;;;;;;;;;;;;;
Kazakhstan,France,2014,?,20,?,Ground Master-400,air-search radar,1,?,2023,New,Produced under licence in Kazakhstan as Nur,13,260,13;;;;;;;;;;;;;;
Kenya,France,2018,?,12,,Bastion,armoured personnel carrier,12,,2018,New,Financed by USA aid,0.16,1.92,1.92;;;;;;;;;;;;;;
Kuwait,France,2016,,3,?,EC725 Super Cougar,anti-ship helicopter,3,?,2023;2024,New, H225M version,10.5,31.5,31.5;;;;;;;;;;;;;
Kuwait,France,2018,,300,?,Sherpa,armoured personnel carrier,300,?,2019;2020;2021,New,EUR270 m deal,0.25,75,75;;;;;;;;;;;;
Kuwait,France,2015,,120,,Sherpa,armoured personnel carrier,120,?,2016;2017;2018,New,,0.25,30,30;;;;;;;;;;;;
Kuwait,France,2016,,27,?,H725 Caracal,transport helicopter,27,?,2020;2021,New,EUR1.1 b deal;H225M Caracal version;incl 6 for National Guard,8,216,216;;;;;;;;;;;
Kuwait,France,2021,?,10,?,MM-40-3 Exocet,anti-ship/land-attack missile,10,?,2023;2024,New,For H-225M helicopters,1,10,10;;;;;;;;;;;;;
Laos,France,2014,?,2,?,AS365/AS565 Panther,helicopter,2,,2015,New,EC155B1 version,3.25,6.5,6.5;;;;;;;;;;;;;;
Lebanon,France,2014,,48,,MILAN,anti-tank missile,48,,2015,New,Milan F2A version;incl 16 launchers;financed by Saudi Arabia,0.01,0.48,0.48;;;;;;;;;;;;
Lebanon,France,2016,,25,?,VAB-VCAC,tank destroyer,25,?,2017;2018;2019,Second hand,Second-hand;aid,0.36,9,9;;;;;;;;;;;
Lebanon,France,2016,,600,?,HOT,anti-tank missile,600,?,2017;2018;2019,Second hand,Second-hand; aid; for VAB-VCAC tank destroyers;HOT-2 version,0.01,4.8,4.8;;;;;;;;;
Lebanon,France,2023,,20,,VAB-VTT,armoured personnel carrier,20,,2024,Second hand,Second-hand;aid,0.12,2.4,2.4;;;;;;;;;;;;;
Lesotho,France,2016,?,1,,AS-350/AS-550 Fennec,light helicopter,1,,2017,New,H-125 version,0.9,0.9,0.9;;;;;;;;;;;;;;
Lesotho,France,2017,?,1,,AS-350/AS-550 Fennec,light helicopter,1,,2018,New,Possibly second-hand;supplier uncertain,0.9,0.9,0.9;;;;;;;;;;;;;
Lesotho,France,2019,,1,,AS-350/AS-550 Fennec,light helicopter,1,,2019,New,,0.9,0.9,0.9;;;;;;;;;;;;;;
Lithuania,France,2013,,3,,AS365/AS565 Panther,helicopter,3,,2015,New,LTL180 m ($72 m) deal (partly financed by EU);AS365N3+ version;mainly for SAR,3.25,9.75,9.75;;;;;;;;;;;;
Luxembourg,France,2022,,90,,Akeron-MP,anti-tank missile,90,?,2024,New,EUR32 m deal,0.03,2.7,2.7;;;;;;;;;;;;;;
Malaysia,France,2010,,12,,H725 Caracal,transport helicopter,5,?,2014,New,MYR1.6 b ($500 m) deal;for SAR/CSAR,8,96,40;;;;;;;;;;;;;
Malaysia,France,2015,,3,,EC-120 Colibri,light helicopter,3,?,2016,New,For training;EC-120B version,0.7,2.1,2.1;;;;;;;;;;;;;
Malaysia,France,2011,?,8,,2R2M 120mm,mortar,8,?,2018;2019,New,For 8 Pars (AV-8) mortar carriers from Turkey,0.3,2.4,2.4;;;;;;;;;;;;;
Malaysia,France,2015,,1,?,Ground Master-200,air-search radar,1,?,2016,New,For use with Forcefield SAM system,10,10,10;;;;;;;;;;;;;;
Malaysia,France,2018,,18,,LG1 105mm,towed gun,18,,2020;2021,New,LG-1 Mk-3 version;assembled from kits in Malaysia,0.6,10.8,10.8;;;;;;;;;;;;
Mali,France,2019,,13,,Bastion,armoured personnel carrier,13,,2020,New,Financed by EU aid;incl 1 command post and 2 ambulance version,0.16,2.08,2.08;;;;;;;;;;;;;
Mali,France,2015,,5,?,Bastion,armoured personnel carrier,5,?,2016,New,,0.16,0.8,0.8;;;;;;;;;;;;;;
Mali,France,2016,,2,,AS-532 Cougar,transport helicopter,2,,2016;2017,Second hand,AS-332L version;second-hand,2.9,5.8,5.8;;;;;;;;;;;;
Mauritania,France,2021,?,18,,ERC-90,armoured car,18,,2021,Second hand,Second-hand;aid,0.32,5.76,5.76;;;;;;;;;;;;;
Mauritania,France,2019,,7,,Bastion,armoured personnel carrier,7,,2019,New,,0.16,1.12,1.12;;;;;;;;;;;;;;
Mexico,France,2014,,10,,AS565M Panther,helicopter,10,,2016;2017,New,AS565MBe version,5,50,50;;;;;;;;;;;;;
Mexico,France,2010,,6,,H725 Caracal,transport helicopter,3,?,2014,New,,8,48,24;;;;;;;;;;;;;;
Mexico,France,2014,?,2,,H725 Caracal,transport helicopter,2,,2016,New,EC225LP version,8,16,16;;;;;;;;;;;;;;
Mexico,France,2017,?,1,,CAPTAS-2,anti-submarine sonar,1,?,2020,New,For 1 SIGMA-105 (Reformador) frigate from Netherlands,9,9,9;;;;;;;;;;;;;;
Mexico,France,2018,?,1,,H725 Caracal,transport helicopter,1,,2018,New,,8,8,8;;;;;;;;;;;;;;
Moldova,France,2023,,1,,Ground Master-200,air-search radar,1,,2023,New,,10,10,10;;;;;;;;;;;;;;
Morocco,France,2020,,100,?,MICA,long-range air-to-air missile,100,?,2022,New,For VL-MICA SAM system,0.4,40,40;;;;;;;;;;;;;;
Morocco,France,2020,,36,,Sherpa,armoured personnel carrier,36,?,2022,New,Incl Scout and APC version,0.25,9,9;;;;;;;;;;;;;;
Morocco,France,2020,,36,?,CAESAR 155mm,self-propelled gun,36,?,2022,New,EUR170 m deal,1.07,38.52,38.52;;;;;;;;;;;;;;
Morocco,France,2008,?,25,?,ASTER-15 SAAM,SAM,25,?,2014,New,For FREMM frigate,0.3,7.5,7.5;;;;;;;;;;;;;;
Morocco,France,2013,,3,?,Ground Master-400,air-search radar,3,?,2014,New,Ground Master-403 version,13,39,39;;;;;;;;;;;;;;
Morocco,France,2013,,2,,Helios-2,surveillance satellite,2,,2017;2018,New,EUR500-585m deal;designation uncertain (reported as 'MN35-13 observation satellites');Moroccan designation Mohammed-6;incl. for civil government use,50,100,100;;;;;;;;;;
Morocco,France,2008,,1,,FREMM,frigate,1,,2014,New,EUR470 m deal;Moroccan designation Mohammed VI,482.95,482.95,482.95;;;;;;;;;;;;;
Morocco,France,2015,,1,,LCT 50m,landing craft,1,,2016,New,,9.5,9.5,9.5;;;;;;;;;;;;;;
Morocco,France,2008,?,15,?,MM-40-3 Exocet,anti-ship/land-attack missile,15,?,2014,New,For FREMM frigate,1,15,15;;;;;;;;;;;;;;
Morocco,France,2019,,2,?,Ground Master-400,air-search radar,2,?,2021;2022,New,,13,26,26;;;;;;;;;;;;;
Morocco,France,2013,,3,,Heron,UAV,3,?,2014,Second hand,Second-hand;part of Harfang UAV system,1.2,3.6,3.6;;;;;;;;;;;;;
Morocco,France,2020,,2,?,VL-MICA,SAM system,2,?,2022,New,EUR200 m deal (incl EUR192 m loan from French bank),25,50,50;;;;;;;;;;;;;;
Mozambique,France,2015,,3,,HSI-32,patrol boat,3,?,2015;2016,New,,5,15,15;;;;;;;;;;;;;
Mozambique,France,2013,,3,,Ocean Eagle-43,patrol boat,3,,2016,New,,11,33,33;;;;;;;;;;;;;;
Myanmar,France,2010,?,8,,ship engine,ship engine,8,,2014;2015,New,SEMT Pielstick 16-PA4-STC (7600hp) diesel engine for 2 Kyan Sit Thar frigates produced in Myanmar;probably from Chinese production line,2.5,20,20;;;;;;;;;;;;
NATO**,France,2016,,10,,A-330 MRTT,tanker/transport aircraft,8,,2020;2021;2022;2024,New,For 'Multinational Multi Role Tanker Transport MRTT Aircraft Fleet' (MMF) for use by Netherlands; Luxembourg; Germany; Norway; Belgium and Czechia; delivered via Spain;delivery planned 2020-2026,98,980,784;;;;;
Nepal,France,2017,?,1,,AS-350/AS-550 Fennec,light helicopter,1,,2018,New,H125 version,0.9,0.9,0.9;;;;;;;;;;;;;;
Netherlands,France,2000,?,24,?,aircraft engine,aircraft engine,4,?,2015,New,Rolls-Royce Turbomeca RTM-322 (2415hp) turboshaft for 12 NH-90 anti-submarine helicopters from Italy;supplier could be United Kingdom or Germany,0.75,18,3;;;;;;;;;;;;;
Netherlands,France,2000,,13,,ENR,maritime patrol aircraft radar,2,?,2015,New,For 12 NH-90 anti-submarine helicopters from Italy (incl 1 spare radar),3.5,45.5,7;;;;;;;;;;;;;;
New Zealand,France,2006,,9,,NH-90 TTH,transport helicopter,2,,2014,New,NZD771 m ($500 m) 'Project Warrior',7,63,14;;;;;;;;;;;;;;
Niger,France,2022,,2,,SA-342 Gazelle,light helicopter,2,,2022,Second hand,Second-hand; aid;armed SA-342M version,0.34,0.68,0.68;;;;;;;;;;;;
Niger,France,2019,,13,,Bastion,armoured personnel carrier,13,,2019,New,Financed by EU aid,0.16,2.08,2.08;;;;;;;;;;;;;;
Niger,France,2022,?,2,,VAB-VTT,armoured personnel carrier,2,,2022,Second hand,Probably second-hand;designation uncertain (reported as 'armoured combat vehicle'),0.12,0.24,0.24;;;;;;;;;;;;;
Niger,France,2015,,4,,VAB-VTT,armoured personnel carrier,4,,2015,Second hand,Second-hand;aid,0.12,0.48,0.48;;;;;;;;;;;;;
Nigeria,France,2017,?,2,,FPB-72,patrol boat,2,,2017,New,,3.6,7.2,7.2;;;;;;;;;;;;;;
Nigeria,France,2016,?,2,,FPB-110,patrol boat,2,,2018,New,FPB-110 Mk-2 version,6.8,13.6,13.6;;;;;;;;;;;;;;
Nigeria,France,2017,,2,,FPB-72,patrol boat,2,,2018,New,,3.6,7.2,7.2;;;;;;;;;;;;;;
Nigeria,France,2019,,2,,FPB-110,patrol boat,2,?,2020;2021,New,FPB-110 Mk-2 version,6.8,13.6,13.6;;;;;;;;;;;;;
Nigeria,France,2019,,1,,FPB-72,patrol boat,1,,2020,New,FPB-72 Mk-2 version,3.6,3.6,3.6;;;;;;;;;;;;;;
Nigeria,France,2023,,3,,FPB-98,patrol boat,2,,2023,New,,6.5,19.5,13;;;;;;;;;;;;;;
Norway,France,2002,,6,?,FLASH,anti-submarine sonar,6,?,2016;2018;2019;2020;2021,New,For 6 NH-90 anti-submarine helicopters from Italy,2,12,12;;;;;;;;;;
Norway,France,2001,,14,,Ocean Master,maritime patrol aircraft radar,11,?,2014;2015;2016;2018;2019,New,For 14 NH-90 anti-submarine helicopters from Italy,2.5,35,27.5;;;;;;;;;;
Oman,France,2004,,20,,NH-90 TTH,transport helicopter,4,?,2014;2017,New,EUR600-800 m deal;incl for SAR,7,140,28;;;;;;;;;;;;
Oman,France,2007,?,60,?,MICA,long-range air-to-air missile,30,?,2014,New,For VL-MICA-M SAM system on 3 Al Shamikh (Khareef) frigates,0.4,24,12;;;;;;;;;;;;;;
Oman,France,2006,,50,?,MM-40-3 Exocet,anti-ship/land-attack missile,25,?,2014,New,For Al Shamikh (Khareef) frigates,1,50,25;;;;;;;;;;;;;;
Pakistan,France,2013,?,2,,SA-316B Alouette-3,light helicopter,2,,2014,Second hand,Second-hand,0.36,0.72,0.72;;;;;;;;;;;;;;
Pakistan,France,2007,?,10,,AS-350/AS-550 Fennec,light helicopter,4,?,2014,New,Armed AS-550C3 version,0.9,9,3.6;;;;;;;;;;;;;;
Peru,France,2014,,1,,Astrosat-300,surveillance satellite,1,,2016,New,PEN597 m ($200 m) deal (100 offsets incl technology transfers),50,50,50;;;;;;;;;;;;;;
Peru,France,2012,,16,,MM-40-3 Exocet,anti-ship/land-attack missile,16,?,2014;2015,New,Part of $72-97 m deal;for modernized Lupo (Aguirre) frigates,1,16,16;;;;;;;;;;;;
Philippines,France,2016,,2,,FLASH,anti-submarine sonar,2,,2019,New,For 2 AW-159 anti-submarine helicopters from United Kingdom,2,4,4;;;;;;;;;;;;;;
Philippines,France,2019,,40,?,Mistral,portable SAM,40,?,2021,New,Mistral-3 version;for HHI-2600 (Rizal) frigates,0.09,3.6,3.6;;;;;;;;;;;;;
Portugal,France,2019,?,44,?,MILAN,anti-tank missile,44,,2020,New,Milan-2T version,0.01,0.44,0.44;;;;;;;;;;;;;;
Qatar,France,2015,,24,,Rafale,FGA aircraft,24,?,2019;2020,New,Part of EUR6.7 b deal;incl 18 Rafale-EQ (Q3-R) and 6 Rafale-DQ versions,55,1320,1320;;;;;;;;;;;;
Qatar,France,2018,,16,,AS-350/AS-550 Fennec,light helicopter,16,?,2018;2019;2020,New,H125 version,0.9,14.4,14.4;;;;;;;;;;;;
Qatar,France,2012,,500,?,MILAN,anti-tank missile,500,?,2015,New,MILAN-ER version,0.01,5,5;;;;;;;;;;;;;;
Qatar,France,2015,,52,,M-88,turbofan,52,?,2019;2020,New,Spares for Rafale combat aircraft,2.5,130,130;;;;;;;;;;;;;
Qatar,France,2015,,60,,AM-39 Exocet,anti-ship missile,60,?,2019;2020,New,AM-39 Block-2 Mod-2 version;for Rafale combat aircraft,0.75,45,45;;;;;;;;;;;;
Qatar,France,2015,,300,,MICA,long-range air-to-air missile,300,?,2019;2020,New,Incl 150 MICA-ER and 150 MICA-EM version;for Rafale combat aircraft,0.4,120,120;;;;;;;;;;;;
Qatar,France,2015,,140,,Storm Shadow/SCALP-EG,air-to-surface missile,140,?,2019;2020,New,SCALP version;for Rafale combat aircraft,0.64,89.6,89.6;;;;;;;;;;;;
Qatar,France,2015,,300,,AASM Hammer,air-to-surface missile,300,?,2019;2020,New,For Rafale combat aircraft,0.2,60,60;;;;;;;;;;;;;
Qatar,France,2016,?,80,?,MM-40-3 Exocet,anti-ship/land-attack missile,80,?,2021;2022;2023,New,For Fincantieri-3000 frigates and Fincantieri-700 corvettes from Italy,1,80,80;;;;;;;;;;;;
Qatar,France,2016,,20,?,MM-40-3 Exocet,anti-ship/land-attack missile,20,?,2022;2023,New,For Exocet coastal defence systems,1,20,20;;;;;;;;;;;;;
Qatar,France,2016,?,30,?,MICA,long-range air-to-air missile,30,?,2022,New,For Fincantieri-700 corvettes from Italy,0.4,12,12;;;;;;;;;;;;;;
Qatar,France,2018,,16,,NH-90 TTH,transport helicopter,10,?,2021;2022;2023;2024,New,Part of EUR3 b deal;delivery planned 2021-2025,7,112,70;;;;;;;;;;
Qatar,France,2016,?,2,,VL-MICA-M,naval SAM system,2,,2022,New,For 2 Fincantieri-700 corvettes from Italy,5,10,10;;;;;;;;;;;;;;
Qatar,France,2017,,12,,Rafale,FGA aircraft,12,,2021;2022,New,Rafale-EQ version (incl 3 Rafale-DQ trainer/combat version),55,660,660;;;;;;;;;;;;;
Qatar,France,2016,,2,?,Exocet CDS,coastal defence system,2,?,2022;2023,New,Incl for use with Marte-ER anti-ship missiles;EUR640 m deal,15,30,30;;;;;;;;;;;;
Romania,France,2012,,16,,PVP,armoured reconnaissance vehicle,7,,2014;2015,New,,0.12,1.92,0.84;;;;;;;;;;;;;
Saudi Arabia,France,2013,,80,?,Mistral,portable SAM,80,?,2016;2017,New,For Simbad-RC SAM systems on 2 Boraida support ships,0.09,7.2,7.2;;;;;;;;;;;;;
Saudi Arabia,France,2019,?,7,,AS-532 Cougar,transport helicopter,7,,2020;2021,New,H215M version,7.25,50.75,50.75;;;;;;;;;;;;;
Saudi Arabia,France,2011,,1000,?,Mistral,portable SAM,800,?,2014;2015,New,Mistral-2 version;for MPCV SAM systems,0.09,90,72;;;;;;;;;;;;
Saudi Arabia,France,2020,?,12,,FPB-2200,missile boat,12,?,2022;2023,New,,4,48,48;;;;;;;;;;;;;
Saudi Arabia,France,2015,,10,?,FLASH,anti-submarine sonar,10,?,2018;2019,New,For 10 MH-60R anti-submarine helicopters from USA,2,20,20;;;;;;;;;;;;;
Saudi Arabia,France,2020,,19,,HSI-32,patrol boat,12,?,2022;2023,New,Incl 9 produced under licence in Saudi Arabia,5,95,60;;;;;;;;;;;;;
Saudi Arabia,France,2011,,32,,CAESAR 155mm,self-propelled gun,29,?,2014;2015,New,EUR169 m deal;assembled from kits in Saudi Arabia,1.07,34.24,31.03;;;;;;;;;;;;
Saudi Arabia,France,2011,,49,?,MPCV,self-propelled air-defence system,45,?,2014;2015,New,For National Guard,0.63,30.87,28.35;;;;;;;;;;;;;
Saudi Arabia,France,2013,?,500,?,ARIVE,armoured personnel carrier,500,?,2016;2017;2018,New,For National Guard,0.25,125,125;;;;;;;;;;;;
Saudi Arabia,France,2018,,39,,HSI-32,patrol boat,39,?,2020;2021;2022,New,Incl production under licence of 18 in Saudi Arabia,5,195,195;;;;;;;;;;;;
Saudi Arabia,France,2020,?,28,?,MILAN,anti-tank missile,28,,2021,New,Designation uncertain (reported as 'portable anti-tank missile'),0.01,0.28,0.28;;;;;;;;;;;;;;
Saudi Arabia,France,2016,,100,,Sherpa,armoured personnel carrier,100,?,2016;2017,New,Originally ordered by Saudi Arabia as aid for Lebanon but Lebanese aid cancelled and vehicles taken over by Saudi Arabia,0.25,25,25;;;;;;;;;;;;;
Saudi Arabia,France,2012,,191,,Aravis,armoured personnel carrier,191,?,2015;2016,New,For National Guard,0.27,51.57,51.57;;;;;;;;;;;;;
Saudi Arabia,France,2013,,250,?,MICA,long-range air-to-air missile,250,?,2018;2019,New,For VL-MICA SAM system,0.4,100,100;;;;;;;;;;;;;
Saudi Arabia,France,2018,?,120,?,MICA,long-range air-to-air missile,120,?,2022;2023;2024,New,For Avante-2200 frigates,0.4,48,48;;;;;;;;;;;;
Saudi Arabia,France,2007,?,60,?,Damocles,aircraft electro-optical system,35,?,2014;2015;2016;2017,New,For Tornado and Typhoon combat aircraft;possibly incl assembly or production of components in Saudi Arabia,1,60,35;;;;;;;;;;
Saudi Arabia,France,2011,,73,?,Aravis,armoured personnel carrier,43,?,2014;2015,New,For National Guard,0.27,19.71,11.61;;;;;;;;;;;;;
Saudi Arabia,France,2015,?,71,?,Bastion,armoured personnel carrier,71,?,2016,New,Bastion PATSAS version,0.16,11.36,11.36;;;;;;;;;;;;;;
Saudi Arabia,France,2011,,20,?,Ground Master-60,air-search radar,19,?,2014;2015,New,Part of IMGP command/control systems for use with MPCV SAM system,7.5,150,142.5;;;;;;;;;;;;;
Saudi Arabia,France,2018,?,5,,VL-MICA-M,naval SAM system,5,,2022;2023;2024,New,For 5 Avante-2200 frigates from Spain,5,25,25;;;;;;;;;;;;
Saudi Arabia,France,2017,?,91,?,LG1 105mm,towed gun,91,,2018;2019;2020;2021;2022,New,,0.6,54.6,54.6;;;;;;;;;;
Saudi Arabia,France,2018,?,80,?,MM-40-3 Exocet,anti-ship/land-attack missile,80,?,2022;2023;2024,New,For 5 Avante-2200 frigates from Spain,1,80,80;;;;;;;;;;;;
Saudi Arabia,France,2009,,3,,A-330 MRTT,tanker/transport aircraft,3,,2014;2015,New,Delivered via Spain,98,294,294;;;;;;;;;;;;;
Saudi Arabia,France,2016,,100,,VAB MK-3,infantry fighting vehicle,100,?,2019;2020,New,VAB Mk-3 ARX-25 version;originally ordered by Saudi Arabia as aid for Lebanon but Lebanese aid cancelled and vehicles taken over by Saudi Arabia,1.2,120,120;;;;;;;;;;;;
Saudi Arabia,France,2018,,24,,CAESAR 155mm,self-propelled gun,24,?,2018,New,,1.07,25.68,25.68;;;;;;;;;;;;;;
Saudi Arabia,France,2013,,5,?,VL-MICA,SAM system,5,?,2018;2019,New,For National Guard and Royal Guard,25,125,125;;;;;;;;;;;;;
Saudi Arabia,France,2013,?,100,?,MILAN,anti-tank missile,100,?,2014,New,For use on M-ATV armoured vehicles,0.01,1,1;;;;;;;;;;;;;;
Saudi Arabia,France,2014,?,4,?,COBRA,artillery locating radar,4,?,2019,New,Originally ordered by Saudi Arabia as aid for Lebanon but Lebanese aid cancelled and radars taken over by Saudi Arabia,10,40,40;;;;;;;;;;;;;;
Senegal,France,2019,?,30,?,Mistral,portable SAM,30,?,2023;2024,New,For Simbad-RC SAM systems on OPV-58 FAC,0.09,2.7,2.7;;;;;;;;;;;;;
Senegal,France,2019,,3,,OPV-58,missile boat,3,,2023;2024,New,OPV-58S version,58.85,176.55,176.55;;;;;;;;;;;;;
Senegal,France,2016,?,9,?,Bastion,armoured personnel carrier,9,,2017,New,,0.16,1.44,1.44;;;;;;;;;;;;;;
Senegal,France,2014,?,4,,TB-30 Epsilon,(armed) trainer aircraft,4,,2015,Second hand,Second-hand,0.12,0.48,0.48;;;;;;;;;;;;;;
Senegal,France,2014,,1,,OPV-190,patrol ship,1,,2016,New,OPV-190 Mk-2 version;Senegalese designation Fouladou,20,20,20;;;;;;;;;;;;;
Senegal,France,2018,,2,?,Ground Master-400,air-search radar,2,,2019,New,,13,26,26;;;;;;;;;;;;;;
Senegal,France,2018,,36,,Bastion,armoured personnel carrier,36,,2018,New,$30 m deal (financed with aid from Saudi Arabia),0.16,5.76,5.76;;;;;;;;;;;;;;
Senegal,France,2019,?,2,,TB-30 Epsilon,(armed) trainer aircraft,2,,2019,Second hand,Second-hand;aid,0.12,0.24,0.24;;;;;;;;;;;;;
Senegal,France,2016,,13,,PVP,armoured reconnaissance vehicle,13,,2017,New,For Gendarmerie,0.12,1.56,1.56;;;;;;;;;;;;;;
Senegal,France,2013,,1,,OPV-45,patrol boat,1,,2015,New,Senegalese designation Kedougou,10.25,10.25,10.25;;;;;;;;;;;;;;
Senegal,France,2022,,8,,LG1 105mm,towed gun,8,?,2023;2024,New,,0.6,4.8,4.8;;;;;;;;;;;;;
Senegal,France,2018,?,1,?,Ocean Master,maritime patrol aircraft radar,1,,2021,New,For 1 CN-235 maritime patrol aircraft from Indonesia,2.5,2.5,2.5;;;;;;;;;;;;;;
Senegal,France,2020,,2,,TB-30 Epsilon,(armed) trainer aircraft,2,,2021,Second hand,Second-hand;aid,0.12,0.24,0.24;;;;;;;;;;;;;
Serbia,France,2021,?,7,?,Ground Master-200,air-search radar,3,?,2024,New,,10,70,30;;;;;;;;;;;;;;
Serbia,France,2021,?,3,?,Ground Master-400,air-search radar,3,?,2023;2024,New,Ground Master-400 Alpha version,13,39,39;;;;;;;;;;;;;
Serbia,France,2019,,50,,Mistral,portable SAM,50,?,2022,New,Mistral M3 version;incl for PASARS-16 SPAAG,0.09,4.5,4.5;;;;;;;;;;;;;
Singapore,France,2013,,2,?,SAMP/T,ABM/SAM system,2,?,2017;2018,New,EUR651 m deal,55,110,110;;;;;;;;;;;;;
Singapore,France,2014,?,51,?,Higuard,armoured personnel carrier,51,?,2014;2015;2016,New,,0.4,20.4,20.4;;;;;;;;;;;;
Singapore,France,2014,?,60,?,Sherpa,armoured personnel carrier,60,,2015,New,,0.25,15,15;;;;;;;;;;;;;;
Singapore,France,2014,,6,,A-330 MRTT,tanker/transport aircraft,6,,2018;2019;2020,New,Delivered via Spain,98,588,588;;;;;;;;;;;;
