Hungary,Germany,2020,,9,,Buffel,armoured recovery vehicle,9,?,2022; 2023; 2024,New,Part of EUR2 b deal,2.25,20.25,20.25
Hungary,Germany,2020,,109,?,Lynx KF-41,infantry fighting vehicle,45,?,2022; 2023; 2024,New,Part of EUR2 b deal; incl production under licence in Hungary; delivery planned 2022-2029,2.2,239.8,99
Hungary,Germany,2018,,12,,Leopard-2A4,tank,12,?,2020; 2021,Second hand,Second-hand; part of HUF160 b ($565 m) deal; for training,1.6,19.2,19.2
Hungary,Germany,2018,,20,,EC145,light helicopter,20,,2019; 2020; 2021,New,Armed H145M (EC145M) version,3.25,65,65
Hungary,Germany,2018,,24,,PzH-2000 155mm,self-propelled gun,24,?,2022; 2023; 2024,New,Part of HUF160 b ($565 m) deal; delivery planned 2022-2025,4.5,108,108
India,Germany,2005,,24,,ship engine,ship engine,20,,2017; 2019; 2021; 2022,New,MAN or MTU 16V-396 (750hp) diesel engine for 6 Scorpene submarines from France,0.12,2.88,2.4
India,Germany,2017,,100,?,vehicle engine,vehicle engine,100,?,2018; 2019; 2020; 2021,New,MT-881 Ka-500 (1000hp) diesel engine for 100 K-9 self-propelled guns from South Korea,0.16,16,16
India,Germany,2000,?,155,?,vehicle engine,vehicle engine,10,?,2014,New,MTU-838 Ka-501 (1400hp) diesel engine; for 124 Arjun tanks produced in India (incl spare engines),0.3,46.5,3
India,Germany,2015,?,14,,Do-228,light transport aircraft,14,?,2015; 2016; 2017; 2019; 2020,New,,2.2,30.8,30.8
India,Germany,2014,?,16,?,ACTAS,anti-submarine sonar,12,?,2019; 2020; 2021; 2022; 2023; 2024,New,For modernization of 3 Delhi (Project-15) and 3 Kolkata (Project-15A) destroyers and 3 Talwar (Project-11356); 3 Shivalik (Project-17) frigates and 4 Kamorta (Project-28) frigates; incl 10 produced under licence in India,11,176,132
India,Germany,1979,?,24730,?,MILAN,anti-tank missile,4730,?,2014; 2015; 2016; 2017; 2018; 2019; 2020; 2021; 2022; 2023,New,MILAN-2 and MILAN-2T version; ordered from French-German company; most produced under licence in India; incl for BMP-2 infantry fighting vehicles,0.01,247.3,47.3
India,Germany,2011,?,4,?,BR710,turbofan,4,?,2015,New,For 2 Global-5000 AGS aircraft from Canada and Israel,2.5,10,10
India,Germany,2023,,6,,Do-228,light transport aircraft,2,,2023,New,INR6.7 b ($81 m) deal; produced under licence in India,2.2,13.2,4.4
India,Germany,2016,?,12,,Do-228MP,maritime patrol aircraft,9,?,2019; 2020; 2021,New,Produced under licence in India,7,84,63
India,Germany,2012,?,14,,Do-228MP,maritime patrol aircraft,13,?,2014; 2015; 2016,New,$280 m deal; incl for coast guard,7,98,91
Indonesia,Germany,2017,?,6,,G-120TP,trainer aircraft,6,,2018,New,,0.4,2.4,2.4
Indonesia,Germany,2014,?,6,,G-120TP,trainer aircraft,6,,2015,New,,0.4,2.4,2.4
Indonesia,Germany,2009,?,24,?,ship engine,ship engine,12,?,2014,New,MAN D-2862 (1800hp) diesel engine for 8 KCR-40 missile boats produced in Indonesia,0.25,6,3
Indonesia,Germany,2012,,3,,Buffel,armoured recovery vehicle,3,?,2016,Second hand but modernized,Second-hand Leopard-2 tank modified to Buffel ARV,1.49,4.46,4.46
Indonesia,Germany,2012,,2,,BPz-2,armoured recovery vehicle,2,?,2015,Second hand,Second-hand; part of EUR216 m deal,0.56,1.12,1.12
Indonesia,Germany,2012,,3,,PiPz-1,armoured engineer vehicle,3,,2016,Second hand,Second-hand; part of EUR216 m deal,0.7,2.1,2.1
Indonesia,Germany,2012,,3,,BrPz-1 Biber,armoured bridgelayer,3,,2015; 2016,Second hand,Second-hand; part of EUR216 m deal,0.4,1.2,1.2
Indonesia,Germany,2011,?,12,?,ship engine,ship engine,12,,2014; 2019; 2023,New,MTU 12V4000 (4800hp) diesel engine for 6 KCR-60 missile boats produced in Indonesia,1.5,18,18
Indonesia,Germany,2012,,42,,Leopard-2A4,tank,40,,2014; 2015,Second hand,Second-hand; part of EUR216 m deal,1.6,67.2,64
Indonesia,Germany,2012,,37,,vehicle engine,vehicle engine,37,?,2014; 2015,New,MB OM-366 (240hp) diesel engine for 37 CAESAR self-propelled guns from France,0.03,1.11,1.11
Indonesia,Germany,2012,,42,?,Marder-1A3,infantry fighting vehicle,40,?,2014; 2015,Second hand,Second-hand (possibly modernized before delivery; 8 more delivered for spare parts only); part of EUR216 m deal,0.68,28.56,27.2
Indonesia,Germany,2011,,18,,G-120TP,trainer aircraft,8,,2014,New,$72 m deal,0.4,7.2,3.2
Indonesia,Germany,2012,,61,,Leopard-2A4,tank,61,,2016; 2017,Second hand but modernized,Second-hand but modernized to Leopard-2RI before delivery,2.64,161.04,161.04
Indonesia,Germany,2017,,18,,vehicle engine,vehicle engine,18,,2019; 2020,New,MB OM-366 (240hp) diesel engine for 18 CAESAR self-propelled guns from France,0.03,0.54,0.54
Indonesia,Germany,2019,,2,,MHV-60,MCM ship,2,,2023,New,$204 m deal,57.5,115,115
Indonesia,Germany,2011,,12,,ship engine,ship engine,12,,2017; 2018; 2021,New,MTU 12V-493 (�1250hp) diesel engine for 3 Type-209/1400 (Nagapasa) submarines from South Korea,0.25,3,3
Indonesia,Germany,2011,,3,,KaleidoScope,submarine sonar,3,,2017; 2018; 2021,New,For 3 Type-209/1400 (Nagapasa) submarines from South Korea,20,60,60
