Algeria,United Kingdom,2012,,6,,Super Lynx,anti-submarine helicopter,6,?,2015;2016,New,Super Lynx Mk-140 version,12.5,75,75;;;;;;;;
Angola,United Kingdom,2015,?,1,?,Seaspray,maritime patrol aircraft radar,1,,2017,New,For 1 Citation-1 light transport aircraft from USA modified to MP aircraft in Israel before delivery,2,2,2;;;;;;;;;
Australia,United Kingdom,2024,,5,,EC135,light helicopter,5,,2024,New,,2.25,11.25,11.25;;;;;;;;;
Australia,United Kingdom,2015,,2,,air refuel system,air refuel system,2,,2018;2019,New,For modification of 2 A330 transport aircraft to A330 MRTT tanker/transport aircraft,10,20,20;;;;;;;;
Ukraine,United Kingdom,2024,,1500,?,Paveway,guided bomb,1500,?,2024,Second hand,Second-hand;aid after 2022 Russian invasion of Ukraine;Paveway-4 version,0.01,12,12;;;;;;;
Ukraine,United Kingdom,2022,,300,?,LMM Martlet,anti-ship missile/ASM/SAM,300,?,2022,New,Aid after Russian invasion of Ukraine;for Stormer HVM SAM systems and portable launchers,0.1,30,30;;;;;;;;
Ukraine,United Kingdom,2023,?,21,?,Stormer,armoured personnel carrier,21,?,2023;2024,Second hand,Second-hand,0.12,2.52,2.52;;;;;;;;
Ukraine,United Kingdom,2024,,650,,LMM Martlet,anti-ship missile/ASM/SAM,50,?,2024,New,GBP162 m ($214 m) aid after 2022 Russian invasion of Ukraine,0.1,65,5;;;;;;;;;
Ukraine,United Kingdom,2022,?,5,?,Saracen,armoured personnel carrier,5,,2023,Second hand,Second-hand,0.08,0.4,0.4;;;;;;;;;
Ukraine,United Kingdom,2024,,16,?,AS-90B Mallet 155mm,self-propelled gun,16,?,2024,Second hand,Second-hand;aid after 2022 Russian invasion of Ukraine,0.8,12.8,12.8;;;;;;;;
Ukraine,United Kingdom,2024,,90,,Brimstone-2,air-to-surface missile,90,,2024,New,Aid after 2022 Russian invasion of Ukraine,0.2,18,18;;;;;;;;;
Ukraine,United Kingdom,2023,,30,?,BvS-10,armoured personnel carrier,30,?,2024,Second hand,Second-hand;aid after 2022 Russian invasion of Ukraine,0.1,3,3;;;;;;;;
Ukraine,United Kingdom,2022,?,2,?,Challenger ARRV,armoured recovery vehicle,2,,2023,Second hand,Second-hand;aid after 2022 Russian invasion of Ukraine,0.9,1.8,1.8;;;;;;;;
Ukraine,United Kingdom,2022,,90,?,Brimstone,air-to-surface missile,90,?,2022,New,Maritime Brimstone version;aid after 2022 Russian invasion of Ukraine,0.15,13.5,13.5;;;;;;;;
Ukraine,United Kingdom,2014,,75,,AT-105 Saxon,armoured personnel carrier,75,,2015,Second hand,Second-hand;GBP3.8 m deal,0.08,6,6;;;;;;;;
Ukraine,United Kingdom,2022,,15,?,Pinzgauer 6x6,armoured personnel carrier,15,?,2022;2023,Second hand,Second-hand;incl financed with UK private donations as aid after 2022 Russian invasion of Ukraine,0.06,0.96,0.96;;;;;;;
Ukraine,United Kingdom,2022,,400,?,ASRAAM,long-range air-to-air missile,400,?,2022;2023;2024,Second hand,Second-hand;aid after 2022 Russian invasion of Ukraine;for use as SAM,0.07,28.8,28.8;;;;;
Ukraine,United Kingdom,2023,,183,?,Spartan,armoured personnel carrier,183,?,2023;2024,Second hand,Second-hand;aid after 2022 Russian invasion of Ukraine,0.1,18.3,18.3;;;;;;;
Ukraine,United Kingdom,2021,?,2,,Sandown,minehunter,2,,2022,Second hand,Second-hand,18,36,36;;;;;;;;;
Ukraine,United Kingdom,2022,,60,?,L-118 105mm,towed gun,60,?,2022,Second hand,Second-hand;aid after 2022 Russian invasion of Ukraine;L-119 version,0.24,14.4,14.4;;;;;;;
Ukraine,United Kingdom,2022,,4,?,ARTHUR,artillery locating radar,4,?,2022,Second hand,Second-hand;part of GBP300 m aid after 2022 Russian invasion of Ukraine,1.6,6.4,6.4;;;;;;;;
Ukraine,United Kingdom,2022,?,32,,AS-90B Mallet 155mm,self-propelled gun,32,?,2023,Second hand,Second-hand;aid after 2022 Russian invasion of Ukraine,0.8,25.6,25.6;;;;;;;;
Ukraine,United Kingdom,2023,,100,?,Starstreak,SAM,100,?,2024,Second hand,Second-hand;aid after 2022 Russian invasion of Ukraine;designation uncertain (reported as 'ais defence missiles'),0.04,3.6,3.6;;;;;;;
Ukraine,United Kingdom,2022,,200,?,FGM-148 Javelin,anti-tank missile,200,?,2022,Second hand,Second-hand;aid after 2022 Russian invasion of Ukraine,0.01,2.4,2.4;;;;;;;;
Ukraine,United Kingdom,2022,,42,?,FV-432,armoured personnel carrier,42,?,2023;2024,Second hand,Second-hand;financed with private donations,0.12,5.04,5.04;;;;;;;
Ukraine,United Kingdom,2022,?,100,?,FV-432,armoured personnel carrier,100,?,2023,Second hand,Second-hand;aid after 2022 Russian invasion of Ukraine,0.12,12,12;;;;;;;;
Ukraine,United Kingdom,2022,,20,?,MXT-MV,armoured personnel carrier,20,?,2022,Second hand,Second-hand;aid after 2022 Russian invasion of Ukraine;Husky version,0.06,1.28,1.28;;;;;;;
Ukraine,United Kingdom,2022,,6,,Stormer HVM,mobile SAM system,6,,2022,Second hand,Second-hand;aid after 2022 Russian invasion of Ukraine,0.8,4.8,4.8;;;;;;;;
Ukraine,United Kingdom,2022,?,14,,Challenger-2,tank,14,,2023,Second hand,Second-hand;aid after 2022 Russian invasion of Ukraine,1.7,23.8,23.8;;;;;;;;
Ukraine,United Kingdom,2023,,11,,Bronco,armoured personnel carrier,11,?,2023;2024,Second hand,Second-hand; financed by German aid;Warthog ambulance version,0.12,1.32,1.32;;;;;;
Ukraine,United Kingdom,2023,,,?,Storm Shadow/SCALP-EG,air-to-surface missile,125,?,2023;2024,Second hand,Second-hand;aid after 2022 Russian invasion of Ukraine,0.26,0,32;;;;;;;
Ukraine,United Kingdom,2023,,,,Banshee Jet-80,one-way attack drone,20,?,2023;2024,New,Aid after 2022 Russian invasion of Ukraine;designation uncertain (reported as '200+km long-range attack drones'),0.05,0,1;;;;;;;
Ukraine,United Kingdom,2022,,800,?,Brimstone,air-to-surface missile,800,?,2022;2023,Second hand,Second-hand;aid after 2022 Russian invasion of Ukraine;for use from land-based launchers,0.06,48,48;;;;;;
Ukraine,United Kingdom,2022,,1800,?,Starstreak,SAM,1800,?,2022;2023,Second hand,Second-hand;aid after 2022 Russian invasion of Ukraine;for Stormer HVM SAM systems and portable launchers,0.04,64.8,64.8;;;;;;
United States,United Kingdom,2018,,18,,UFH/M-777 155mm,towed gun,18,?,2021,New,,1,18,18;;;;;;;;;
United States,United Kingdom,2007,,6,,MT-30,gas turbine,4,,2016;2019,New,For 3 Zumwalt (DDG-1000 or DDX) destroyers produced in USA,12,72,48;;;;;;;;
United States,United Kingdom,2021,,1,,Boeing-707,transport aircraft,1,,2021,Second hand,Second-hand (E-3D AEW aircraft but bought for training without AEW systems);$15 m deal,17.8,17.8,17.8;;;;;;;;
United States,United Kingdom,2004,,32,?,MT-30,gas turbine,26,,2015;2016;2017;2018;2019;2020;2022;2023;2024,New,For 16 LCS-1 (Freedom) frigates produced in USA,12,384,312;
United States,United Kingdom,2011,,179,?,air refuel system,air refuel system,89,?,2019;2020;2021;2022;2023;2024,New,Produced under licence in USA;for 179 KC-46 tanker/transport aircraft produced in USA,10,1790,890;;;
United States,United Kingdom,2019,,1,,C-130J Hercules,transport aircraft,1,,2020,Second hand,Second-hand;$30 m deal,16,16,16;;;;;;;;
Uruguay,United Kingdom,2024,,1,,EMB-120 Brasilia,transport aircraft,1,,2024,Second hand,Second-hand;$1.4 m deal;EMB-120RT version;Uruguayan designation C-120,2.5,2.5,2.5;;;;;;
